canonical_smiles,MW,logP,TPSA,HBD,HBA,QED,BBB_heuristic,Lipinski_pass,PAINS_count,has_charged_center,has_reactive_group,murcko_scaffold,campaigns_hit,targets_hit,n_campaigns,tier_A_hits,tier_B_hits,tier_C_hits,PAINS_penalty,composite,polypharm_bonus,anti_target_penalty,final_score
O=C1CCN1c1ccc(OCCCN2C=Cc3[nH]cc4ncnc2c34)cc1,361.40500000000003,2.9544000000000015,74.35,1,5,0.5396801279291733,1.0,1,0,0,0,O=C1CCN1c1ccc(OCCCN2C=Cc3[nH]cc4ncnc2c34)cc1,['agrin_lg3_modulator'],['AGRIN'],1,1.0,0.0,0.0,0.0,0.861904038378752,0.0,0.0,0.861904038378752
Nc1ccc2nc(-c3ccc4[nH]c5ccc(-c6cc[nH+]cc6)cc5c4c3)[nH]c2c1,376.4430000000001,4.927700000000002,84.63,3,2,0.3744731498929356,0.75,1,0,1,0,c1ccc2[nH]c(-c3ccc4[nH]c5ccc(-c6cc[nH+]cc6)cc5c4c3)nc2c1,['dok7_binder'],['DOK7'],1,1.0,0.0,0.0,0.0,0.7373419449678806,0.0,0.0,0.7373419449678806
COc1ccccc1-c1cccc(-c2nc(Cc3ccc[nH+]c3)n[nH]2)c1,343.40999999999997,3.552200000000002,64.94,1,3,0.6025396627833973,1.0,1,0,1,0,c1ccc(-c2cccc(-c3nc(Cc4ccc[nH+]c4)n[nH]3)c2)cc1,['dok7_binder'],['DOK7'],1,1.0,0.0,0.0,0.0,0.8807618988350192,0.0,0.0,0.8807618988350192
CC(=O)Nc1ccc2c(c1)ncc1c(-c3cccc(-c4cccc(C)c4C)c3)ccnc12,417.51200000000017,6.692240000000005,54.88,1,3,0.3326718363248189,0.75,0,0,0,0,c1ccc(-c2cccc(-c3ccnc4c3cnc3ccccc34)c2)cc1,['dok7_binder'],['DOK7'],1,1.0,0.0,0.0,0.0,0.5248015508974457,0.0,0.0,0.5248015508974457
NC(=O)c1ccc(-c2csc(Cc3ccc(-c4ccccc4)cc3)n2)cc1,370.477,5.166800000000004,55.980000000000004,1,3,0.5269826015716842,0.75,0,0,0,0,c1ccc(-c2ccc(Cc3nc(-c4ccccc4)cs3)cc2)cc1,['dok7_binder'],['DOK7'],1,1.0,0.0,0.0,0.0,0.5830947804715052,0.0,0.0,0.5830947804715052
O=C(NCCc1ccccc1F)Nc1ccc(-c2ccccc2)cc1,334.394,4.856900000000003,41.13,2,1,0.6874235206926544,0.75,1,0,0,0,O=C(NCCc1ccccc1)Nc1ccc(-c2ccccc2)cc1,['dok7_binder'],['DOK7'],1,1.0,0.0,0.0,0.0,0.8312270562077964,0.0,0.0,0.8312270562077964
COc1cc2ccc(-c3ccc(O)c(F)c3)nc2cc1Oc1ccccc1,361.37200000000007,5.547400000000003,51.58,1,4,0.5178814753415619,0.75,0,0,0,0,c1ccc(Oc2ccc3ccc(-c4ccccc4)nc3c2)cc1,['dok7_binder'],['DOK7'],1,1.0,0.0,0.0,0.0,0.5803644426024686,0.0,0.0,0.5803644426024686
Cc1ccc(Nc2[nH+]c3ccc(C4=Cc5ccccc5NC=C4)cc3nc2C)cc1F,409.48800000000017,6.028240000000004,51.09,2,3,0.43444705096819236,0.75,0,0,1,0,C1=CC(c2ccc3[nH+]c(Nc4ccccc4)cnc3c2)=Cc2ccccc2N1,['dok7_binder'],['DOK7'],1,1.0,0.0,0.0,0.0,0.5553341152904576,0.0,0.0,0.5553341152904576
O=C(O)c1cccc(N2CCN(Cc3cccc4ccc(Br)cc34)CC2)c1,425.3260000000001,4.622700000000004,43.78,1,3,0.6626415627134391,0.75,1,0,0,0,c1ccc(N2CCN(Cc3cccc4ccccc34)CC2)cc1,['dok7_binder'],['DOK7'],1,1.0,0.0,0.0,0.0,0.8237924688140317,0.0,0.0,0.8237924688140317
O=C(NCc1c(O)[nH]c2ccccc12)c1cccc(C(=O)c2ccccc2)c1,370.40800000000013,4.034500000000002,82.19,3,3,0.463901862893256,1.0,1,0,0,0,O=C(NCc1c[nH]c2ccccc12)c1cccc(C(=O)c2ccccc2)c1,['dok7_binder'],['DOK7'],1,1.0,0.0,0.0,0.0,0.8391705588679768,0.0,0.0,0.8391705588679768
NC(=O)c1ccc(NC(=O)c2cccc(-c3cccc(C(N)=O)n3)c2)cc1,360.3730000000001,2.1986999999999997,128.17000000000002,3,4,0.6440134209296042,0.75,1,0,0,0,O=C(Nc1ccccc1)c1cccc(-c2ccccn2)c1,['dok7_binder'],['DOK7'],1,1.0,0.0,0.0,0.0,0.8182040262788812,0.0,0.0,0.8182040262788812
NC(=O)c1ccc(-c2cccc(Nc3nnc(-c4cccc(F)c4)[nH]3)c2)cc1,373.391,4.120300000000001,96.69,3,4,0.49015590154481453,0.75,1,0,0,0,c1ccc(-c2cccc(Nc3nnc(-c4ccccc4)[nH]3)c2)cc1,['dok7_binder'],['DOK7'],1,1.0,0.0,0.0,0.0,0.7720467704634444,0.0,0.0,0.7720467704634444
O=C(Cc1ccc(NC(=O)Cc2ccccc2)cc1)NCc1cccc(Cl)c1,392.8860000000001,4.380100000000003,58.2,2,2,0.626467215564241,1.0,1,0,0,0,O=C(Cc1ccc(NC(=O)Cc2ccccc2)cc1)NCc1ccccc1,['dok7_binder'],['DOK7'],1,1.0,0.0,0.0,0.0,0.8879401646692722,0.0,0.0,0.8879401646692722
Nc1ccc(-c2ccc(OC3CCN(C(=O)Cc4cccc(F)c4)CC3)nc2)cn1,406.46100000000007,3.477400000000002,81.34,1,5,0.7016366340705938,1.0,1,0,0,0,O=C(Cc1ccccc1)N1CCC(Oc2ccc(-c3cccnc3)cn2)CC1,['dok7_binder'],['DOK7'],1,1.0,0.0,0.0,0.0,0.9104909902211782,0.0,0.0,0.9104909902211782
C[n+]1cc(C(=O)NC(=O)C=Cc2cccc(-c3nn[nH]n3)c2)cc2ccccc21,385.4070000000001,1.8141999999999987,104.51,2,5,0.4118338158981326,0.75,1,1,1,0,O=C(C=Cc1cccc(-c2nn[nH]n2)c1)NC(=O)c1c[nH+]c2ccccc2c1,['dok7_binder'],['DOK7'],1,1.0,0.0,0.0,0.2,0.7085501447694398,0.0,0.0,0.7085501447694398
O=c1ccn(C2OC(COP(=O)(O)OP(=O)(O)O)C(O)C2O)c(=O)[nH]1,404.16100000000006,-2.6179,217.83999999999997,6,9,0.26857460743939654,0.25,0,0,0,0,O=c1ccn(C2CCCO2)c(=O)[nH]1,['dok7_binder'],['DOK7'],1,1.0,0.0,0.0,0.0,0.355572382231819,0.0,0.0,0.355572382231819
O=C(CC1CCCCC1)Nc1cccc(-c2ccnc(NCc3ccc4c(c3)CCO4)n2)c1,442.5630000000003,5.599500000000004,76.14,2,5,0.4981072326495399,0.75,0,0,0,0,O=C(CC1CCCCC1)Nc1cccc(-c2ccnc(NCc3ccc4c(c3)CCO4)n2)c1,['dok7_binder'],['DOK7'],1,1.0,0.0,0.0,0.0,0.574432169794862,0.0,0.0,0.574432169794862
O=C(Nc1ccccc1)c1ccc(OC2=Cc3ccccc3C=CN2)cc1,354.409,4.890200000000004,50.36,2,3,0.7012462637096104,0.75,1,0,0,0,O=C(Nc1ccccc1)c1ccc(OC2=Cc3ccccc3C=CN2)cc1,['dok7_binder'],['DOK7'],1,1.0,0.0,0.0,0.0,0.8353738791128831,0.0,0.0,0.8353738791128831
NC(=O)c1ccc(C2CCCN(c3ccc(-c4ccccc4)cc3)C2)cc1,356.46900000000005,4.8365000000000045,46.330000000000005,1,2,0.7271770721272108,0.75,1,0,0,0,c1ccc(-c2ccc(N3CCCC(c4ccccc4)C3)cc2)cc1,['dok7_binder'],['DOK7'],1,1.0,0.0,0.0,0.0,0.8431531216381631,0.0,0.0,0.8431531216381631
Cc1ccc2cc(Oc3ccc(-c4n[nH]c(-c5cccc(F)c5)n4)cc3)ccc2[nH+]1,397.43300000000005,5.345820000000004,64.94,1,3,0.44479961018346537,0.75,0,0,1,0,c1ccc(-c2nc(-c3ccc(Oc4ccc5[nH+]cccc5c4)cc3)n[nH]2)cc1,['dok7_binder'],['DOK7'],1,1.0,0.0,0.0,0.0,0.5584398830550397,0.0,0.0,0.5584398830550397
SC(NCc1ccccc1)Nc1ccc(-c2nc(-c3ccccc3)no2)cc1,388.4960000000001,4.818700000000003,62.980000000000004,3,6,0.3129605029994383,0.75,1,0,0,0,c1ccc(CNCNc2ccc(-c3nc(-c4ccccc4)no3)cc2)cc1,['dok7_binder'],['DOK7'],1,1.0,0.0,0.0,0.0,0.7188881508998315,0.0,0.0,0.7188881508998315
CN(c1ccc(C(N)=O)cc1)c1ccc(C(O)=NCc2ccccc2C(=O)O)cc1Cl,437.88300000000015,4.409800000000002,116.22000000000001,3,4,0.3736537593794658,0.75,1,0,0,0,C(=NCc1ccccc1)c1ccc(Nc2ccccc2)cc1,['dok7_binder'],['DOK7'],1,1.0,0.0,0.0,0.0,0.7370961278138397,0.0,0.0,0.7370961278138397
Cc1c(COc2ccc(-c3cnc(-c4ccn(C)[nH+]4)[nH]3)cc2)[nH+]nn1C,351.414,1.3313199999999994,88.94,1,3,0.5881847270391818,0.75,1,0,1,0,c1cc(-c2ncc(-c3ccc(OCc4c[nH]n[nH+]4)cc3)[nH]2)[nH+][nH]1,['dok7_binder'],['DOK7'],1,1.0,0.0,0.0,0.0,0.8014554181117546,0.0,0.0,0.8014554181117546
C=CC(N)CNC(=O)c1ccc(CN2CCC(Nc3ccccc3C#N)CC2)cc1,403.53000000000014,2.877880000000001,94.18,3,5,0.5894065530124475,0.75,1,0,0,0,c1ccc(CN2CCC(Nc3ccccc3)CC2)cc1,['dok7_binder'],['DOK7'],1,1.0,0.0,0.0,0.0,0.8018219659037342,0.0,0.0,0.8018219659037342
O=C(O)c1ccc(Cc2ccc(OCCc3cccc(C(=O)O)c3)c(Cl)c2)cc1,410.85300000000007,4.948700000000003,83.83,2,3,0.5486096086079878,0.75,1,0,0,0,c1ccc(CCOc2ccc(Cc3ccccc3)cc2)cc1,['dok7_binder'],['DOK7'],1,1.0,0.0,0.0,0.0,0.7895828825823963,0.0,0.0,0.7895828825823963
NCc1ccc(Oc2ccc(NC(=S)N=Cc3cccc(O)c3)cc2)cc1,377.46900000000005,4.459100000000002,79.87,3,4,0.45184299974874703,1.0,1,0,0,0,S=C(N=Cc1ccccc1)Nc1ccc(Oc2ccccc2)cc1,['dok7_binder'],['DOK7'],1,1.0,0.0,0.0,0.0,0.835552899924624,0.0,0.0,0.835552899924624
CC1NN=C(c2cccc(C=CC(=O)Nc3ccccc3)c2)O1,307.353,2.9659000000000013,62.72,2,4,0.8536738782748962,1.0,1,0,0,0,O=C(C=Cc1cccc(C2=NNCO2)c1)Nc1ccccc1,['dok7_binder'],['DOK7'],1,1.0,0.0,0.0,0.0,0.9561021634824687,0.0,0.0,0.9561021634824687
COc1ccc(-c2noc(N3CCCN(C(=O)NCc4ccccc4)CC3)n2)cc1,407.47400000000016,3.1671000000000014,83.73,1,6,0.6994766565647748,1.0,1,0,0,0,O=C(NCc1ccccc1)N1CCCN(c2nc(-c3ccccc3)no2)CC1,['dok7_binder'],['DOK7'],1,1.0,0.0,0.0,0.0,0.9098429969694324,0.0,0.0,0.9098429969694324
Cc1cc(N)cc(C(=O)Nc2ccc(Oc3ccc(S(N)(=O)=O)cc3)cc2)c1,397.4560000000001,3.2692200000000007,124.50999999999999,3,5,0.5699884768353273,0.75,1,0,0,0,O=C(Nc1ccc(Oc2ccccc2)cc1)c1ccccc1,['dok7_binder'],['DOK7'],1,1.0,0.0,0.0,0.0,0.7959965430505982,0.0,0.0,0.7959965430505982
Oc1ccc(NC(=S)Nc2cccc(Oc3ccccc3)c2)cc1,336.41600000000005,4.993400000000003,53.519999999999996,3,3,0.46261179995112756,0.75,1,0,0,0,S=C(Nc1ccccc1)Nc1cccc(Oc2ccccc2)c1,['dok7_binder'],['DOK7'],1,1.0,0.0,0.0,0.0,0.7637835399853383,0.0,0.0,0.7637835399853383
O=C(O)c1ccc(OC(=O)c2ccc3nc4c5cccccc-5nc4nc3c2)cc1,395.3740000000001,4.200200000000002,102.27000000000001,1,6,0.36068444227092095,0.75,1,0,0,0,O=C(Oc1ccccc1)c1ccc2nc3c4cccccc-4nc3nc2c1,['dok7_binder'],['DOK7'],1,1.0,0.0,0.0,0.0,0.7332053326812762,0.0,0.0,0.7332053326812762
O=C(Nc1ccc(-c2ccc(CN3CCCCC3)cc2)cn1)c1ccncc1,372.472,4.381800000000003,58.120000000000005,1,4,0.7219382919096884,1.0,1,0,0,0,O=C(Nc1ccc(-c2ccc(CN3CCCCC3)cc2)cn1)c1ccncc1,['dok7_binder'],['DOK7'],1,1.0,0.0,0.0,0.0,0.9165814875729064,0.0,0.0,0.9165814875729064
Cc1cc(-c2ccc(CCc3ccc(Oc4ccccn4)cc3)cc2)ccc1N,380.49100000000004,6.216720000000005,48.14,1,3,0.4041606910971415,0.75,0,0,0,0,c1ccc(-c2ccc(CCc3ccc(Oc4ccccn4)cc3)cc2)cc1,['dok7_binder'],['DOK7'],1,1.0,0.0,0.0,0.0,0.5462482073291424,0.0,0.0,0.5462482073291424
O=C(NCCCCOc1ccc(-c2ccncc2)cc1)Nc1ccccn1,362.43300000000005,4.1243000000000025,76.14,2,4,0.5910193934718583,1.0,1,0,0,0,O=C(NCCCCOc1ccc(-c2ccncc2)cc1)Nc1ccccn1,['dok7_binder'],['DOK7'],1,1.0,0.0,0.0,0.0,0.8773058180415574,0.0,0.0,0.8773058180415574
Oc1ncc(Cl)nc1-c1ccc(CN2CCCN(CCc3ccccc3)CC2)cc1,422.9600000000002,4.253000000000003,52.49000000000001,1,5,0.6430415510832793,1.0,1,0,0,0,c1ccc(CCN2CCCN(Cc3ccc(-c4cnccn4)cc3)CC2)cc1,['dok7_binder'],['DOK7'],1,1.0,0.0,0.0,0.0,0.8929124653249838,0.0,0.0,0.8929124653249838
Nc1ccc(-c2ccc3c(ccc4nc5cccc(C(F)(F)F)c5nc43)c2)cn1,390.36800000000005,5.599200000000002,64.69,1,4,0.2989164034632559,0.75,0,1,0,0,c1cncc(-c2ccc3c(ccc4nc5ccccc5nc43)c2)c1,['dok7_binder'],['DOK7'],1,1.0,0.0,0.0,0.2,0.4746749210389768,0.0,0.0,0.4746749210389768
N#Cc1cccc(CNC(=S)Nc2cccc(-c3nnc(-c4ccsc4)o3)c2)c1,417.5190000000001,4.823380000000003,86.77,2,6,0.45007466797369233,0.75,1,0,0,0,S=C(NCc1ccccc1)Nc1cccc(-c2nnc(-c3ccsc3)o2)c1,['dok7_binder'],['DOK7'],1,1.0,0.0,0.0,0.0,0.7600224003921077,0.0,0.0,0.7600224003921077
Cc1cccc(NC(=S)Nc2ccc(N(C)C(=O)c3cccnc3)cc2)c1,376.48500000000007,4.475520000000002,57.26,2,3,0.6578882811812887,1.0,1,0,0,0,O=C(Nc1ccc(NC(=S)Nc2ccccc2)cc1)c1cccnc1,['dok7_binder'],['DOK7'],1,1.0,0.0,0.0,0.0,0.8973664843543865,0.0,0.0,0.8973664843543865
N=Cc1ccc(C(=O)NN=Cc2ccc(-c3ccc(C(=N)N)cc3)cc2)cc1O,385.4270000000001,3.1048400000000007,135.41,5,5,0.2533098943177441,0.5,1,0,0,0,O=C(NN=Cc1ccc(-c2ccccc2)cc1)c1ccccc1,['dok7_binder'],['DOK7'],1,1.0,0.0,0.0,0.0,0.6259929682953232,0.0,0.0,0.6259929682953232
OC(O)=CCc1nc(N2CCC(c3c[nH]c4ccccc34)C2)[nH+]c2ccccc12,387.46300000000014,4.024000000000003,86.52,3,4,0.4616675826035251,1.0,1,0,1,0,c1ccc2[nH+]c(N3CCC(c4c[nH]c5ccccc45)C3)ncc2c1,['dok7_binder'],['DOK7'],1,1.0,0.0,0.0,0.0,0.8385002747810575,0.0,0.0,0.8385002747810575
CC(C)CNC(O)c1ccc(C(=O)C=Cc2ccc3cnccc3c2)cc1,360.45700000000005,4.3674000000000035,62.22,2,4,0.3731155562504776,1.0,1,0,0,0,O=C(C=Cc1ccc2cnccc2c1)c1ccccc1,['dok7_binder'],['DOK7'],1,1.0,0.0,0.0,0.0,0.8119346668751433,0.0,0.0,0.8119346668751433
Cn1[nH+]ccc1-c1nc(CCC2CCN(c3ccccc3)CC2)n[nH]1,337.451,2.4735000000000005,63.88,1,3,0.7777767583972574,1.0,1,0,1,0,c1ccc(N2CCC(CCc3n[nH]c(-c4cc[nH+][nH]4)n3)CC2)cc1,['dok7_binder'],['DOK7'],1,1.0,0.0,0.0,0.0,0.9333330275191771,0.0,0.0,0.9333330275191771
CCCCNCc1ccccc1OC1CCCN(Cc2cccc(C(=O)O)c2)C1,396.5310000000001,4.317900000000003,61.8,2,4,0.5858939836026946,1.0,1,0,0,0,c1ccc(CN2CCCC(Oc3ccccc3)C2)cc1,['dok7_binder'],['DOK7'],1,1.0,0.0,0.0,0.0,0.8757681950808083,0.0,0.0,0.8757681950808083
FC(F)(F)Oc1ccnc(Nc2ccc(Oc3ccccn3)cc2)c1,347.296,4.911100000000002,56.269999999999996,1,5,0.7105160474631591,0.75,1,0,0,0,c1ccc(Nc2ccc(Oc3ccccn3)cc2)nc1,['dok7_binder'],['DOK7'],1,1.0,0.0,0.0,0.0,0.8381548142389477,0.0,0.0,0.8381548142389477
O=C(Nc1c[nH]c2ccccc12)c1cc(Cl)cc(OC(F)(F)F)c1,354.71500000000003,4.972200000000001,54.120000000000005,2,2,0.6972025552450696,0.75,1,0,0,0,O=C(Nc1c[nH]c2ccccc12)c1ccccc1,['dok7_binder'],['DOK7'],1,1.0,0.0,0.0,0.0,0.8341607665735209,0.0,0.0,0.8341607665735209
O=C(NCc1cccc(OCc2c[nH+]cc(-c3nnn[nH]3)c2)c1)c1ccccc1,387.423,2.189799999999999,106.93,2,5,0.5054744514732211,0.75,1,0,1,0,O=C(NCc1cccc(OCc2c[nH+]cc(-c3nnn[nH]3)c2)c1)c1ccccc1,['dok7_binder'],['DOK7'],1,1.0,0.0,0.0,0.0,0.7766423354419663,0.0,0.0,0.7766423354419663
Nc1[nH+]nc(-c2ccc(OCc3ccc(-c4nnn[nH]4)cc3)cc2)o1,336.335,1.4969999999999997,129.88,2,7,0.5644417337246481,0.5,1,0,1,0,c1[nH+]nc(-c2ccc(OCc3ccc(-c4nnn[nH]4)cc3)cc2)o1,['dok7_binder'],['DOK7'],1,1.0,0.0,0.0,0.0,0.7193325201173943,0.0,0.0,0.7193325201173943
COc1ccc(CCN2CC(=Nc3nc(C)cc(C)n3)CC(O)C2=O)cc1C,382.4640000000001,2.31886,87.91,1,6,0.8573857587249062,1.0,1,0,0,0,O=C1CCC(=Nc2ncccn2)CN1CCc1ccccc1,['dok7_binder'],['DOK7'],1,1.0,0.0,0.0,0.0,0.9572157276174718,0.0,0.0,0.9572157276174718
NS(=O)(=O)c1ccc(-c2c[nH+]cc(-c3cc[nH]c(=NNCc4ccc(F)cc4)n3)c2)cc1,451.5070000000001,1.9497999999999998,127.37,3,5,0.38724290020102875,0.5,1,0,1,0,c1ccc(CNN=c2nc(-c3c[nH+]cc(-c4ccccc4)c3)cc[nH]2)cc1,['dok7_binder'],['DOK7'],1,1.0,0.0,0.0,0.0,0.6661728700603087,0.0,0.0,0.6661728700603087
COc1ccccc1C=CC(=O)c1cc(-c2cccc(C(=O)O)c2)n[nH]1,348.35800000000006,3.6796000000000015,92.28,2,4,0.5235568555718009,0.75,1,0,0,0,O=C(C=Cc1ccccc1)c1cc(-c2ccccc2)n[nH]1,['dok7_binder'],['DOK7'],1,1.0,0.0,0.0,0.0,0.7820670566715402,0.0,0.0,0.7820670566715402
N#CC1=Cc2ccccc2C=C(NCCCOc2ccc(Cn3cnc[nH+]3)cc2)N1,399.478,2.5702799999999995,89.03999999999999,2,5,0.5685202225465127,1.0,1,0,1,0,C1=Cc2ccccc2C=C(NCCCOc2ccc(Cn3cnc[nH+]3)cc2)N1,['dok7_binder'],['DOK7'],1,1.0,0.0,0.0,0.0,0.8705560667639538,0.0,0.0,0.8705560667639538
Cc1cccc(NC(O)=Nc2cccc(C=Cc3ccc(OCc4ccccc4)c(N)c3)c2)c1,449.5540000000002,6.984220000000007,79.86999999999999,3,3,0.12298533441209968,0.75,0,0,0,0,C(=Cc1cccc(N=CNc2ccccc2)c1)c1ccc(OCc2ccccc2)cc1,['dok7_binder'],['DOK7'],1,1.0,0.0,0.0,0.0,0.4618956003236299,0.0,0.0,0.4618956003236299
NN=Nc1cc2cc(-c3ncn(-c4ccc(C(N)=O)cc4)[nH+]3)ccc2[nH]1,347.36199999999997,1.891,141.58,3,4,0.29460619737702914,0.75,1,1,1,0,c1ccc(-n2cnc(-c3ccc4[nH]ccc4c3)[nH+]2)cc1,['dok7_binder'],['DOK7'],1,1.0,0.0,0.0,0.2,0.6733818592131088,0.0,0.0,0.6733818592131088
O=C(Nc1ccccc1O)OCc1ccc(OCC2C=CNCC2)cc1,354.406,3.642900000000002,79.82000000000001,3,5,0.6903013797164224,1.0,1,0,0,0,O=C(Nc1ccccc1)OCc1ccc(OCC2C=CNCC2)cc1,['dok7_binder'],['DOK7'],1,1.0,0.0,0.0,0.0,0.9070904139149267,0.0,0.0,0.9070904139149267
CC(=O)NCc1ccc(NC(=O)Cc2ccc(CC3CCCO3)cc2)cc1,366.4610000000001,3.2254000000000014,67.43,2,3,0.790559117021516,1.0,1,0,0,0,O=C(Cc1ccc(CC2CCCO2)cc1)Nc1ccccc1,['dok7_binder'],['DOK7'],1,1.0,0.0,0.0,0.0,0.9371677351064547,0.0,0.0,0.9371677351064547
O=C(CN1CCN(C(=O)c2cccc3ccccc23)CC1)NC1CCOCC1,381.4760000000003,1.8927999999999998,61.88000000000001,1,4,0.8787080742372881,1.0,1,0,0,0,O=C(CN1CCN(C(=O)c2cccc3ccccc23)CC1)NC1CCOCC1,['dok7_binder'],['DOK7'],1,1.0,0.0,0.0,0.0,0.9636124222711864,0.0,0.0,0.9636124222711864
NNCNCCOC1=CNC=CC=C1COc1ccc(Cc2ccccc2)cc1,392.50300000000016,2.5679000000000007,80.57000000000001,4,6,0.2037159954275133,0.75,1,0,0,0,C1=CNC=CC(COc2ccc(Cc3ccccc3)cc2)=C1,['dok7_binder'],['DOK7'],1,1.0,0.0,0.0,0.0,0.686114798628254,0.0,0.0,0.686114798628254
Nc1ccc2ccc(-c3nnc(NCCOc4cccc(OCCO)c4)[nH]3)cc2[nH+]1,407.4540000000001,1.8831999999999993,132.45,4,7,0.3114447271606691,0.5,1,0,1,0,c1ccc(OCCNc2nnc(-c3ccc4ccc[nH+]c4c3)[nH]2)cc1,['dok7_binder'],['DOK7'],1,1.0,0.0,0.0,0.0,0.6434334181482008,0.0,0.0,0.6434334181482008
Cc1ccc(C#N)cc1C=NNC(=O)NCCOc1ccc(C(=O)O)cc1,366.3770000000001,2.277,123.81000000000002,3,5,0.3938979487610212,0.75,1,0,0,0,O=C(NCCOc1ccccc1)NN=Cc1ccccc1,['dok7_binder'],['DOK7'],1,1.0,0.0,0.0,0.0,0.7431693846283063,0.0,0.0,0.7431693846283063
O=C(Nc1ncc(C(O)Nc2cnc3nonc3c2O)s1)c1ccccc1,384.37700000000007,2.1351999999999993,146.29,4,10,0.3799260435977498,0.5,1,0,0,0,O=C(Nc1ncc(CNc2cnc3nonc3c2)s1)c1ccccc1,['dok7_binder'],['DOK7'],1,1.0,0.0,0.0,0.0,0.663977813079325,0.0,0.0,0.663977813079325
c1cc(CNOc2ccc(-c3ccncc3)cc2)cc(-c2ccncc2)c1,353.42500000000007,4.894200000000004,47.04,1,4,0.5012217003783084,0.75,1,0,0,0,c1cc(CNOc2ccc(-c3ccncc3)cc2)cc(-c2ccncc2)c1,['dok7_binder'],['DOK7'],1,1.0,0.0,0.0,0.0,0.7753665101134926,0.0,0.0,0.7753665101134926
OC=NN=Cc1ccc(OCC2CCCN(Cc3ccccc3)C2)cc1,351.45,3.897800000000003,57.42000000000001,1,4,0.46753956408537817,1.0,1,0,0,0,c1ccc(CN2CCCC(COc3ccccc3)C2)cc1,['dok7_binder'],['DOK7'],1,1.0,0.0,0.0,0.0,0.8402618692256134,0.0,0.0,0.8402618692256134
O=C(O)CNCCOc1cccc(C(=O)c2ccc(NCc3ccccc3)cc2)c1,404.4660000000001,3.5827000000000018,87.66,3,5,0.3344610875681336,1.0,1,0,0,0,O=C(c1ccccc1)c1ccc(NCc2ccccc2)cc1,['dok7_binder'],['DOK7'],1,1.0,0.0,0.0,0.0,0.80033832627044,0.0,0.0,0.80033832627044
CCNCCOc1cc(CNC2CCCN(C=C(O)c3ccccc3)C2)cc(C)n1,410.5620000000001,3.488920000000002,69.65,3,6,0.4114988320997194,1.0,1,0,0,0,C(=CN1CCCC(NCc2ccncc2)C1)c1ccccc1,['dok7_binder'],['DOK7'],1,1.0,0.0,0.0,0.0,0.8234496496299157,0.0,0.0,0.8234496496299157
CCOCCCNc1nc(O)c(O)c(NCc2ccc(OP(=O)(O)O)cc2)n1,414.3550000000001,1.8098999999999994,166.28999999999996,6,9,0.23437127594239657,0.5,0,0,0,0,c1ccc(CNc2ccncn2)cc1,['dok7_binder'],['DOK7'],1,1.0,0.0,0.0,0.0,0.42031138278271896,0.0,0.0,0.42031138278271896
CCOC1=C(OCc2ccc(-c3ccc(C(=O)O)cc3)cc2)C=C(O)C=CN1,379.41200000000003,4.332800000000002,88.02000000000001,3,5,0.6635317779719898,1.0,1,0,0,0,C1=CNC=C(OCc2ccc(-c3ccccc3)cc2)C=C1,['dok7_binder'],['DOK7'],1,1.0,0.0,0.0,0.0,0.8990595333915969,0.0,0.0,0.8990595333915969
NCCCOc1cccc(NC(O)=Nc2nnnn2CCCc2ccc(F)cc2)c1,413.45700000000016,2.8302000000000014,123.47,3,6,0.26520233101834423,0.75,1,0,0,0,C(=Nc1nnnn1CCCc1ccccc1)Nc1ccccc1,['dok7_binder'],['DOK7'],1,1.0,0.0,0.0,0.0,0.7045606993055031,0.0,0.0,0.7045606993055031
CCCC(=O)NCC1CCN(c2ccc(OC3=CNC=CC=C3)cc2)CC1,367.49300000000005,3.712600000000003,53.60000000000001,2,4,0.7713257911034536,1.0,1,0,0,0,C1=CNC=C(Oc2ccc(N3CCCCC3)cc2)C=C1,['dok7_binder'],['DOK7'],1,1.0,0.0,0.0,0.0,0.931397737331036,0.0,0.0,0.931397737331036
N#Cc1ccc(-c2ccc(OCc3cn(CCc4ccccc4)nn3)cc2)o1,370.412,4.231480000000002,76.87,0,5,0.48641881805018417,1.0,1,0,0,0,c1ccc(CCn2cc(COc3ccc(-c4ccco4)cc3)nn2)cc1,['dok7_binder'],['DOK7'],1,1.0,0.0,0.0,0.0,0.8459256454150552,0.0,0.0,0.8459256454150552
NN=NC=CNCCCCCNC(=O)c1cccc(Cc2ccccc2)n1,366.4690000000001,2.959200000000001,104.76,3,5,0.24600833747502535,0.75,1,1,0,0,c1ccc(Cc2ccccn2)cc1,['dok7_binder'],['DOK7'],1,1.0,0.0,0.0,0.2,0.6588025012425076,0.0,0.0,0.6588025012425076
Oc1ccc(-n2nc(C=NN=NCc3ccccn3)nc2-c2ccccc2)cc1O,399.4140000000001,3.726800000000002,121.14,2,7,0.2214301615820536,0.75,1,2,0,0,C(=NN=NCc1ccccn1)c1nc(-c2ccccc2)n(-c2ccccc2)n1,['dok7_binder'],['DOK7'],1,1.0,0.0,0.0,0.4,0.6114290484746161,0.0,0.0,0.6114290484746161
O=C(NN=CCc1ccccc1)c1cccc(OCCNCCNO)c1,356.4260000000001,1.5920999999999996,94.98,4,6,0.27863549568827356,0.5,1,0,0,0,O=C(NN=CCc1ccccc1)c1ccccc1,['dok7_binder'],['DOK7'],1,1.0,0.0,0.0,0.0,0.6335906487064821,0.0,0.0,0.6335906487064821
